V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25
6.7169	0.0663	2.0107	40.9125	0.1898	0.2387	0.0973	1.5398	0.2994	0.9401	0.3075	0.1209	5.2051	0.07	1.0104	1.9099	926.6283	155	0.3292	0.1053	3398610.198	1.6134	0.2634	9	1
6.9431	0.0768	6.4969	34.6991	0.2496	0.3658	0.1816	4.5817	0.1901	0.9315	0.1699	0.2957	13.5221	0.0571	2.2511	2.5663	309.9014	209	0.1964	0.2151	148401.7721	3.84	0.1768	26	0
7.4423	0.0546	5.094	48.126	0.178	0.2996	0.1452	2.5649	0.1696	0.9634	0.2097	0.2361	14.7272	0.0597	3.2687	2.7108	662.8165	233	0.25	0.179	554914.4994	3.6443	0.1595	21	0
7.1825	0.0768	8.8155	63.4885	0.2355	0.4372	0.2294	5.2417	0.1674	0.9233	0.1423	0.366	15.7215	0.0526	2.7407	2.7054	265.0869	246	0.1506	0.2756	30023.4704	3.648	0.1685	25	1
6.9604	0.0787	5.6249	48.1162	0.2474	0.355	0.167	4.4618	0.2187	0.9482	0.211	0.216	8.8356	0.0608	2.2305	2.3868	393.5693	209	0.1929	0.1815	433710.9018	3.3968	0.1875	7	0
7.0661	0.0609	3.3511	80.4368	0.193	0.2788	0.1329	2.2072	0.3061	0.8747	0.1352	0.2192	11.1919	0.0415	0.8781	1.9345	575.6368	172	0.195	0.1684	1386702.198	1.7233	0.2818	40	1
7.1026	0.0681	3.6821	60.8389	0.2264	0.2622	0.1197	3.2599	0.2359	0.9398	0.1552	0.1936	12.1468	0.0424	1.615	2.3145	771.6531	198	0.1908	0.1542	957055.9195	2.3964	0.2191	33	0
7.1174	0.07	12.9437	36.9621	0.1999	0.4266	0.2228	6.1289	0.1817	0.9173	0.0637	0.358	23.4609	0.0246	2.5055	2.6565	452.2107	227	0.064	0.2745	35649.1402	3.9318	0.1683	54	0
7.0532	0.0748	4.7108	85.5494	0.2307	0.3029	0.1373	3.6889	0.2371	0.977	0.2393	0.1665	11.1157	0.0602	3.6374	2.4192	1026.4043	189	0.1982	0.1378	2035532.661	3.0942	0.163	7	0
6.8128	0.0705	4.0367	37.0076	0.216	0.3382	0.1614	2.4725	0.2818	0.8679	0.1827	0.2627	9.5144	0.0609	1.0251	2.0349	312.9712	165	0.222	0.197	240443.4019	2.1566	0.2522	30	0
7.4874	0.06	4.803	84.2863	0.2043	0.2975	0.144	3.4855	0.194	0.9418	0.1436	0.2379	14.9271	0.0417	2.071	2.5364	629.2051	230	0.1765	0.1804	613821.5463	2.9585	0.1953	32	1
7.4705	0.0496	5.333	51.3304	0.1796	0.3206	0.1514	2.24	0.4257	0.9763	0.2174	0.1208	6.7428	0.0472	2.6045	1.8482	1815.087	222	0.1914	0.1074	14315170	2.7064	0.1689	0	0
7.2696	0.0528	4.7774	28.8903	0.1728	0.3452	0.167	2.6093	0.2178	0.9495	0.2438	0.2322	9.0639	0.067	2.3941	2.4098	351.9482	240	0.2068	0.1833	467983.1956	2.9643	0.1877	8	1
6.6842	0.0784	4.588	37.7967	0.2276	0.3525	0.1628	3.1136	0.2617	0.9417	0.2609	0.212	7.0987	0.0681	1.9288	2.199	316.604	220	0.1896	0.1769	432691.332	2.6019	0.2046	4	0
7.6369	0.0623	6.8264	233.1144	0.1938	0.3018	0.1451	4.258	0.1655	0.9582	0.1014	0.2317	20.4084	0.0279	3.1374	2.7437	991.4398	255	0.108	0.2045	1232139.563	3.0684	0.1806	19	0
6.6136	0.0884	4.3912	49.8333	0.2521	0.3229	0.1493	3.042	0.21	0.9483	0.2239	0.2055	9.0509	0.0644	2.0299	2.3855	443.8388	197	0.2343	0.1645	543856.2021	2.7457	0.1942	11	0
7.1741	0.0788	7.9569	57.2724	0.2456	0.3666	0.1708	4.93	0.1808	0.9576	0.1851	0.2469	12.8205	0.0545	3.1091	2.6608	381.8198	241	0.1729	0.1988	299808.7221	4.6258	0.1511	19	0
6.8074	0.0639	2.2601	54.4765	0.2068	0.2628	0.1197	1.7847	0.2684	0.9211	0.2985	0.1716	6.2034	0.0754	1.0901	2.0151	469.9643	132	0.325	0.1406	1636934.444	1.7759	0.2507	15	1
7.0018	0.0664	4.7374	38.115	0.1959	0.3422	0.163	2.8682	0.2218	0.9206	0.2272	0.2544	9.7536	0.0714	1.7058	2.3497	356.8343	198	0.2204	0.2008	263245.4983	2.8948	0.1973	21	1
6.6642	0.0795	3.6661	42.6306	0.2233	0.3393	0.1543	2.5833	0.2608	0.9151	0.2455	0.2028	6.4794	0.0754	1.2479	2.0855	376.4819	169	0.2563	0.1674	573032.9366	2.2279	0.2455	9	0
7.5754	0.043	1.8679	62.6513	0.1538	0.2364	0.1108	1.2246	0.4121	0.9463	0.3794	0.1221	4.0421	0.0783	1.1422	1.6603	925.4732	212	0.3443	0.1065	12440480	1.8063	0.2739	0	0
6.7933	0.0548	4.0255	16.8306	0.1776	0.2684	0.126	2.5357	0.2326	0.9243	0.1494	0.2086	12.273	0.0399	1.385	2.2474	581.0097	157	0.2038	0.1631	299479.1922	2.434	0.2224	32	0
7.5287	0.0602	6.4238	55.2288	0.1939	0.3051	0.1446	3.8871	0.1648	0.976	0.1612	0.1955	14.7758	0.0415	4.1644	2.7955	875.2635	253	0.163	0.158	880035.8998	4.2712	0.1488	9	0
7.567	0.0585	3.9371	125.5217	0.1962	0.2826	0.1327	2.2553	0.2064	0.9552	0.2412	0.2133	11.0123	0.0642	2.4101	2.4916	545.8979	215	0.2937	0.1669	1713981.891	3.0855	0.18	20	0
7.3735	0.0472	6.0195	24.0706	0.1586	0.2517	0.1192	3.6831	0.1839	0.959	0.0731	0.1997	26.1367	0.021	2.4538	2.6451	1769.5712	229	0.1058	0.1581	593064.8588	3.3594	0.17	87	0
6.4331	0.0793	1.9851	42.6729	0.2407	0.2513	0.1046	1.8681	0.3344	0.939	0.35	0.1282	4.6475	0.0744	1.0522	1.7938	725.4772	161	0.2458	0.1107	3794134.929	1.3571	0.2581	10	1
7.1326	0.0723	8.0446	52.4628	0.2192	0.397	0.2002	4.2958	0.2026	0.9182	0.1259	0.3192	14.8722	0.0434	2.191	2.5509	371.3651	225	0.132	0.2468	106860.978	3.4716	0.185	32	0
6.8102	0.0654	2.3864	44.7251	0.2044	0.2467	0.1007	1.8669	0.2695	0.9456	0.2763	0.1358	6.7672	0.0709	1.2515	2.0835	989.4178	178	0.3416	0.1161	2809002.863	2.2911	0.2315	15	0
7.1399	0.0682	6.4582	42.165	0.2209	0.348	0.1639	3.8828	0.2075	0.9342	0.1628	0.2616	12.9065	0.0504	2.1385	2.4922	479.6147	218	0.181	0.2065	206428.9126	3.4578	0.1803	28	0
6.2842	0.1024	3.8876	40.335	0.2894	0.3148	0.1418	3.5899	0.239	0.9433	0.2726	0.1982	7.9448	0.0773	1.7686	2.2532	384.4115	198	0.2628	0.1591	396383.599	2.7389	0.2015	11.5	0
6.7724	0.074	3.577	56.896	0.2235	0.2817	0.1192	2.5708	0.3429	0.9262	0.1534	0.1466	9.196	0.0472	0.9966	1.832	1410.2694	192	0.2165	0.1238	2329805.347	2.1834	0.2663	34	1
7.3062	0.0462	2.8747	37.9891	0.1547	0.2438	0.1157	1.4285	0.251	0.9343	0.2096	0.1887	9.74	0.0539	1.4423	2.226	608.4798	192	0.3201	0.1512	1546943.497	2.2542	0.2238	26	0
7.2023	0.0707	5.2132	60.8955	0.2167	0.3325	0.1545	3.1963	0.2232	0.9441	0.24	0.2425	10.516	0.0749	2.2694	2.444	387.5743	252	0.2965	0.1905	634722.3531	4.0939	0.1811	21	1
7.2776	0.0661	4.8046	75.726	0.2109	0.3407	0.1602	2.9151	0.2341	0.9502	0.2748	0.2109	8.2176	0.0792	2.1868	2.3242	400.4365	206	0.2466	0.1701	927087.904	3.1618	0.1826	13	0
7.2453	0.046	7.6495	17.0485	0.161	0.4052	0.2107	2.552	0.1525	0.9443	0.1423	0.3385	18.4632	0.0499	3.3299	2.8196	388.7892	218	0.1506	0.247	34505.6388	3.2733	0.1636	18	0
7.104	0.0709	7.7569	34.5359	0.2398	0.3398	0.1656	5.4569	0.186	0.9375	0.0918	0.2721	18.8996	0.0291	2.2274	2.5861	525.2993	203	0.1113	0.1997	160263.7741	3.482	0.1793	44	1
7.4411	0.0605	6.7134	53.3787	0.1703	0.3774	0.1839	2.9156	0.2231	0.9246	0.1866	0.2865	10.9406	0.0573	2.174	2.4355	318.9314	233	0.1889	0.2377	276240.3175	3.9551	0.1933	22	0
7.4517	0.058	4.007	63.3281	0.1969	0.272	0.1237	2.7831	0.3232	0.9751	0.2867	0.1434	7.8457	0.0591	2.9094	2.1186	742.9501	202	0.236	0.1233	5958280.424	3.454	0.1793	1	0
7.3158	0.0436	1.936	53.4	0.1577	0.2414	0.1079	1.0264	0.3803	0.9449	0.3508	0.112	4.0883	0.0772	1.0217	1.7104	1395.175	167	0.3726	0.0989	13942620	1.6048	0.2582	2	0
7.0557	0.0677	7.8682	33.1959	0.2002	0.3853	0.1883	3.3862	0.2229	0.9252	0.1242	0.283	13.8242	0.0446	2.089	2.4117	411.4312	219	0.1784	0.2257	124435.9531	3.8542	0.1866	34	1
6.5973	0.0871	2.9012	72.187	0.2406	0.2762	0.1128	2.2775	0.298	0.9548	0.2886	0.1253	6.659	0.079	1.388	2.0553	1391.7751	190	0.3088	0.1087	4060486.42	2.4973	0.226	17	0
6.7902	0.0841	3.2443	97.0433	0.2445	0.328	0.148	2.2147	0.288	0.9055	0.2876	0.2289	7.3717	0.0904	1.2503	2.0778	403.3813	194	0.3278	0.1792	993533.5061	2.2606	0.2435	20	0
7.5435	0.066	14.3552	79.7175	0.2052	0.4134	0.2103	6.7171	0.1552	0.9408	0.0617	0.3335	25.8153	0.0221	3.2634	2.8448	652.9063	241	0.065	0.2643	108190.8716	4.3422	0.1514	49	1
7.6798	0.045	4.3749	33.9057	0.1648	0.2863	0.1359	2.7192	0.2415	0.9708	0.2463	0.1791	9.4679	0.0552	3.1146	2.4083	558.2219	210	0.2433	0.1475	2201194.066	3.6439	0.1738	1	0
7.28	0.0478	2.4483	66.3808	0.1676	0.2663	0.1192	1.2645	0.5098	0.9469	0.3994	0.1114	3.4856	0.0801	1.0611	1.4366	926.7064	190	0.2923	0.0992	21888460	1.6971	0.2553	0	0
7.6533	0.0402	3.9987	23.007	0.1617	0.2394	0.1191	2.2947	0.1738	0.9616	0.1529	0.1999	15.4551	0.0361	2.6247	2.6533	875.6741	198	0.2343	0.1585	909811.6189	3.7187	0.1754	28	1
7.2151	0.0838	7.1517	72.1684	0.2503	0.3699	0.1764	4.5302	0.2211	0.9378	0.1823	0.2766	12.305	0.0599	2.4175	2.4865	334.0028	254	0.212	0.2188	221428.899	4.6254	0.1795	26	0
7.0362	0.0591	3.0173	31.2159	0.1919	0.2208	0.0958	2.1732	0.2188	0.9584	0.1991	0.1404	10.1217	0.0475	1.6886	2.3501	1355.4584	169	0.2488	0.1192	1865847.595	2.6815	0.2002	21	0
8.0808	0.0423	3.3977	124.9499	0.1533	0.2553	0.1213	1.966	0.2225	0.97	0.2815	0.1801	9.8947	0.0604	3.0376	2.459	700.9299	229	0.2839	0.1474	4209347.25	3.1543	0.1823	7	0
7.3611	0.0544	6.7519	32.62	0.1815	0.3414	0.1681	3.3784	0.1698	0.9494	0.138	0.2734	18.7412	0.0465	2.772	2.6894	622.1428	220	0.1909	0.1996	156031.715	3.5283	0.1653	31	0
6.7133	0.0877	6.5589	46.2068	0.2629	0.3742	0.1824	4.9043	0.258	0.8777	0.0961	0.2919	15.0043	0.036	1.2589	2.1806	388.4426	186	0.1231	0.2169	142142.7875	2.5331	0.2405	47	1
7.4953	0.0636	9.6629	69.1599	0.2008	0.3744	0.1818	4.6879	0.2035	0.9254	0.0732	0.2858	19.1459	0.0251	2.0817	2.5049	643.8295	226	0.0841	0.2211	191484.6774	3.5802	0.1877	48	1
7.7769	0.0481	5.5924	67.742	0.1638	0.3444	0.169	2.5385	0.1697	0.9573	0.1715	0.2504	13.1088	0.0502	3.0931	2.6889	500.6428	227	0.1908	0.1959	409127.0618	3.1961	0.1753	10	0
7.2629	0.0642	9.4796	40.12	0.1955	0.2878	0.138	5.9227	0.2048	0.9536	0.0513	0.2304	35.0649	0.0169	2.5086	2.5506	1660.8354	218	0.0786	0.1758	427615.0944	4.006	0.1804	66	0
7.0549	0.0893	5.8811	127.5864	0.2642	0.3814	0.1758	4.619	0.277	0.9169	0.192	0.2608	10.055	0.0663	1.7139	2.2078	334.771	224	0.2067	0.2124	400637.1854	3.4532	0.2186	28	0
6.9311	0.0667	6.185	24.7466	0.1988	0.3621	0.175	3.2192	0.1969	0.9391	0.2121	0.2698	10.7805	0.0627	2.4041	2.5248	295.2385	210	0.207	0.2146	148485.8841	3.801	0.1751	15	0
7.2987	0.0706	5.6504	78.9929	0.2193	0.3477	0.1623	3.411	0.2255	0.9333	0.195	0.2446	10.5067	0.0607	1.9231	2.3938	403.7496	234	0.2155	0.1923	617742.2976	3.6192	0.1895	23	1
6.9736	0.0901	6.0736	81.4248	0.2611	0.343	0.1533	4.2752	0.2276	0.9639	0.2518	0.1897	9.4234	0.07	2.7441	2.3979	537.8392	231	0.2214	0.1597	969647.7058	3.9453	0.1629	14	0
6.2254	0.0775	1.1075	47.1382	0.2287	0.2484	0.1032	1.0967	0.3966	0.8613	0.5087	0.1514	3.4002	0.1179	0.5462	1.4986	394.1529	125	0.424	0.127	2293797.742	0.9488	0.3746	15	1
7.1113	0.0761	6.5979	53.4274	0.2409	0.3408	0.1559	4.7272	0.234	0.9328	0.108	0.2406	13.7902	0.0355	1.891	2.316	496.4545	230	0.1417	0.1934	437215.2265	3.6021	0.2031	37	1
6.9226	0.0903	5.8578	91.2356	0.2539	0.3478	0.1629	3.7878	0.2515	0.9303	0.1402	0.2397	12.5015	0.0494	1.7884	2.2887	593.3753	233	0.1849	0.1873	397874.1733	3.279	0.2135	35	0
7.0194	0.0368	2.0939	11.7398	0.1451	0.1878	0.0839	2.1866	0.4021	0.9732	0.3121	0.0886	5.1788	0.0432	1.656	1.7744	1475.4861	144	0.2101	0.0802	9426318.176	2.3074	0.2095	4	1
7.2289	0.0753	9.0391	46.7585	0.2341	0.366	0.1751	6.2077	0.1719	0.9511	0.1434	0.2718	15.879	0.0429	3.0452	2.7336	482.2621	235	0.1325	0.2177	173354.504	4.5628	0.1498	27	0
6.9646	0.0601	2.6871	57.0653	0.1919	0.2849	0.128	1.6854	0.314	0.9466	0.3163	0.143	5.2834	0.079	1.3558	1.9441	789.0322	159	0.3154	0.1226	3451961.287	1.9432	0.2294	9	0
7.0191	0.068	5.417	40.8769	0.2082	0.36	0.1735	2.5676	0.2377	0.8998	0.1824	0.2845	11.1706	0.0633	1.5361	2.2904	329.5482	208	0.2479	0.2201	189897.4043	3.2408	0.2092	28	1
7.1069	0.0909	7.8134	117.5719	0.2673	0.3361	0.1534	5.7474	0.2323	0.9543	0.1013	0.2162	14.8245	0.0319	2.4354	2.383	767.2714	229	0.1265	0.1726	970245.3246	4.0796	0.1789	39	0
7.3907	0.0553	3.8342	65.1613	0.1766	0.287	0.1372	2.1731	0.2335	0.9634	0.2618	0.1873	9.1103	0.0627	2.5879	2.3306	584.7921	181	0.2428	0.1517	1904628.87	2.7433	0.1842	8	0
6.9422	0.0743	5.5848	44.9967	0.2253	0.3522	0.1685	3.1696	0.1961	0.9417	0.1966	0.2539	10.9466	0.0587	2.2562	2.5148	350.1458	205	0.2005	0.1939	256232.2756	3.1078	0.1856	16	0
7.2809	0.0751	11.2416	63.5809	0.2087	0.4242	0.2198	5.2883	0.1747	0.9313	0.1026	0.35	19.0619	0.0406	2.9923	2.7123	384.3014	229	0.1333	0.2771	95305.3211	4.7381	0.1562	38	1
7.6404	0.0462	4.7783	42.7927	0.1741	0.3218	0.1584	2.2242	0.2385	0.9648	0.2098	0.191	9.2365	0.0556	2.7863	2.3713	655.5021	189	0.2333	0.1564	2042575.732	2.9447	0.1776	1	0
7.477	0.07	8.6824	105.6313	0.2191	0.4439	0.2348	4.291	0.1398	0.9538	0.1433	0.3582	20.7183	0.0597	4.2787	2.9766	428.3419	255	0.1591	0.2577	39767.0119	3.9178	0.1534	16	0
7.3419	0.067	7.6915	66.2619	0.2083	0.4177	0.2122	4.0034	0.2111	0.9013	0.1365	0.3434	13.5264	0.0508	1.9824	2.465	258.3743	214	0.1597	0.2643	65737.091	3.3756	0.1942	32	1
6.221	0.0891	1.969	31.7079	0.2493	0.2589	0.1049	2.0584	0.3046	0.9205	0.394	0.1535	4.9954	0.092	0.9696	1.8765	512.0497	132	0.3157	0.1288	1366764.803	1.6944	0.2675	14	1
7.3131	0.0457	7.6151	18.0329	0.1568	0.2671	0.1299	5.1176	0.1753	0.9576	0.0605	0.2193	31.0568	0.0181	2.6105	2.7208	1641.7655	221	0.0857	0.1695	389956.4734	3.9864	0.1642	68	0
7.4894	0.0646	10.3664	112.0611	0.202	0.4164	0.2141	4.6914	0.2149	0.8872	0.0654	0.3498	20.6898	0.0257	1.7773	2.4229	527.6817	227	0.0746	0.2653	84304.474	2.9715	0.2048	56	0
7.0941	0.072	5.9938	38.7175	0.2209	0.3535	0.1711	3.4907	0.2222	0.9215	0.1446	0.2737	12.9059	0.0501	1.8361	2.3767	388.7828	204	0.2174	0.2073	166916.9851	3.5271	0.1959	32	1
6.785	0.083	2.9725	59.9931	0.2547	0.3215	0.144	2.5743	0.3143	0.9171	0.3555	0.1977	5.1779	0.0932	1.2306	1.9195	273.761	178	0.2966	0.1626	802980.231	2.1804	0.2453	9	0
7.5034	0.0606	4.8865	107.0102	0.2006	0.3366	0.1611	2.9165	0.2002	0.9554	0.2078	0.2212	10.1385	0.0581	2.5651	2.486	561.8551	205	0.2038	0.1754	1370286.975	2.7454	0.1849	6	1
7.5325	0.0531	3.4592	83.8372	0.187	0.3031	0.1435	1.8518	0.2903	0.9511	0.247	0.1667	6.2568	0.0622	1.7409	2.0874	793.7877	203	0.2796	0.1401	5084844.397	2.3499	0.2248	0	0
6.8867	0.0545	3.8849	23.6143	0.1789	0.3267	0.1504	2.0787	0.3694	0.9547	0.323	0.1702	5.822	0.0719	1.9333	1.91	408.7858	188	0.2143	0.1439	1499534.744	2.2088	0.2035	2	0
7.5725	0.0527	6.5265	45.1587	0.1785	0.2969	0.147	3.1444	0.1692	0.9562	0.0996	0.25	21.1203	0.0288	2.8937	2.7755	792.5506	255	0.1401	0.1862	382320.0513	3.72	0.1728	42	0
7.6855	0.0464	4.8933	33.6648	0.1734	0.2617	0.1246	3.2949	0.1589	0.9758	0.1682	0.1828	15.2589	0.0376	3.8405	2.7743	1120.7423	225	0.1829	0.1495	906515.3076	3.6591	0.1549	6	0
6.775	0.0763	4.0742	37.0658	0.2254	0.3416	0.1608	2.3129	0.2409	0.9127	0.2526	0.2512	8.238	0.0758	1.502	2.2426	292.323	202	0.2719	0.1936	294114.5556	2.558	0.219	18	1
8.1186	0.0398	4.9579	71.0907	0.1501	0.2467	0.1222	2.4469	0.1902	0.9639	0.1253	0.2066	17.3458	0.032	2.8773	2.6371	1300.441	221	0.2097	0.1608	1981189.517	3.5946	0.1782	37	1
7.3259	0.0512	2.3266	85.5317	0.1783	0.2687	0.1218	1.5495	0.3243	0.9336	0.3435	0.1518	4.8445	0.079	1.1535	1.8728	613.3029	162	0.3174	0.1282	5581480.349	1.8091	0.2482	9	1
7.2321	0.0576	9.1122	25.98	0.186	0.3895	0.1946	3.8135	0.1976	0.9337	0.1105	0.3044	16.2287	0.0387	2.497	2.5604	399.4452	215	0.1528	0.2301	117975.765	4.0796	0.172	36	1
7.2807	0.046	3.9234	24.8182	0.1644	0.3039	0.1489	2.1694	0.2062	0.9477	0.1918	0.2131	9.5994	0.0519	2.0692	2.4203	449.8901	197	0.2096	0.1675	477216.4638	2.5353	0.2151	8	1
6.7475	0.0835	5.5378	39.3227	0.2471	0.3488	0.1681	4.0334	0.2435	0.8974	0.1281	0.2689	12.6136	0.0448	1.3625	2.2136	354.8769	168	0.1737	0.2029	185452.7813	2.6826	0.2244	36	1
