V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25
7.0418	0.04452	2.39126	17.89236	0.15524	0.23336	0.1072	1.529	0.3491	0.96126	0.26518	0.10652	5.23556	0.05544	1.45374	1.8654	1300.821	159.6	0.27128	0.09476	6256880	1.98572	0.23914	0	0
6.774267	0.0689	6.308333	25.29573	0.2037333	0.3801667	0.1900333	2.9309	0.2263333	0.9028333	0.1551333	0.2995667	12.4978	0.05493333	1.667733	2.351033	306.057	195	0.1892	0.2202667	100874.9	2.949467	0.2056	31.66667	1
6.64658	0.06906	3.11642	24.33102	0.21892	0.26996	0.11642	2.13422	0.30292	0.95462	0.28762	0.13118	5.70238	0.06744	1.48984	1.99872	736.1602	177.8	0.2934	0.11418	1688239	2.36494	0.22366	3.2	0
7.30014	0.04954	3.30666	34.54592	0.17106	0.23134	0.10364	2.21914	0.42398	0.98166	0.27182	0.0889	6.5508	0.05	2.46078	1.8095	2438.744	195.8	0.2203	0.08072	18235800	2.69414	0.17812	1	1
7.5029	0.04836667	3.252667	41.67397	0.1677	0.2502	0.1165	2.112833	0.2037667	0.9627	0.2132	0.1665667	10.02803	0.05036667	2.265433	2.4484	904.262	192.6667	0.2631333	0.1375667	1827302	2.7631	0.1991333	9.333333	0
7.13892	0.061	3.14028	61.03144	0.20002	0.26552	0.12306	2.31402	0.25948	0.96008	0.30434	0.1722	8.05104	0.07508	2.28124	2.24922	576.3361	207.4	0.31784	0.1414	1935885	2.81694	0.2106	9.6	1
7.31375	0.0744	10.68548	67.99995	0.2237	0.37015	0.178175	6.096975	0.1954	0.941625	0.08395	0.27215	20.1617	0.02895	2.5539	2.600425	675.2918	234.25	0.099775	0.21575	271477.5	4.397	0.1656	46.75	1
6.926175	0.082025	7.210725	46.42027	0.244775	0.3607	0.168675	4.57225	0.2132	0.935925	0.139925	0.257775	13.962	0.04605	2.1737	2.464725	437.6425	203.5	0.167175	0.20505	211524.6	3.622375	0.17875	32.75	1
7.30726	0.06366	5.29146	58.9543	0.20294	0.30004	0.14346	3.25764	0.16526	0.97004	0.21424	0.2256	15.13414	0.0608	3.83734	2.7779	633.57888	230	0.25132	0.17378	554783.8338	4.09194	0.1541	17.2	0
7.3159	0.04358	3.20176	20.82264	0.15164	0.2429	0.11352	1.74768	0.21096	0.96424	0.23774	0.16582	9.5283	0.04978	2.35722	2.42076	732.6766	184.6	0.2592	0.1373	1409349	2.77992	0.18834	12	1
7.306567	0.06133333	5.2007	54.63963	0.1968333	0.3004667	0.141	3.2231	0.2196667	0.9743	0.1947	0.1756333	12.06583	0.04936667	3.472333	2.4818	855.6814	201.6667	0.1956333	0.146	1480328	3.2931	0.1634667	5.333333	1
6.82966	0.08132	5.00236	64.92924	0.24246	0.34314	0.16148	3.25286	0.28172	0.89632	0.15356	0.2474	10.98224	0.05312	1.25534	2.08658	441.20288	195.2	0.2153	0.18952	528527.212	2.59756	0.23654	34.6	0
7.47736	0.06108	5.74082	65.91774	0.2052	0.30376	0.14484	3.61606	0.16702	0.96656	0.1576	0.21714	15.93278	0.04374	3.32194	2.72828	758.2546	222.8	0.18512	0.17	798343.8161	3.48936	0.16532	15.8	0
6.75902	0.08392	4.44844	55.09814	0.23866	0.34752	0.1617	2.96344	0.25608	0.91608	0.273	0.24394	7.96406	0.08336	1.60336	2.20632	291.99346	220.2	0.26106	0.19468	376837.4256	3.06664	0.22084	17.2	0
7.16584	0.05624	3.52296	33.73734	0.19322	0.24908	0.11294	2.69386	0.38936	0.97844	0.26938	0.10136	6.64336	0.05502	2.45994	1.91888	1928.371	210.2	0.24308	0.0908	11229010	3.05424	0.18326	0.2	1
7.23506	0.04456	3.15352	20.49402	0.16244	0.21222	0.0965	2.10486	0.26248	0.97536	0.25664	0.12126	8.5896	0.04642	2.51592	2.27234	1280.944	192.6	0.23716	0.10496	4373939	3.11502	0.18136	7.6	1
7.4814	0.05744	4.17712	101.3866	0.1908	0.3048	0.14648	2.33146	0.2161	0.93838	0.2096	0.2359	11.08472	0.06108	2.11692	2.43068	450.328	220.4	0.25706	0.18	1019779	2.84478	0.20196	22.2	1
7.2521	0.03646667	2.6277	13.28073	0.147	0.2300333	0.1124333	1.557067	0.2363	0.9553	0.2549333	0.1646333	8.0557	0.05143333	1.8879	2.283933	650.7964	179.3333	0.2953	0.1357333	1257084	2.602933	0.2162	9.333333	1
7.22164	0.0415	2.30982	27.1159	0.1517	0.22484	0.10212	1.36124	0.47204	0.96408	0.31158	0.08582	4.25544	0.056	1.2342	1.57398	2368.008	175.2	0.27896	0.07754	21996400	2.01462	0.22766	0.6	0
6.82124	0.09062	6.23762	59.52678	0.25636	0.3321	0.15154	4.33396	0.2148	0.94934	0.1721	0.21802	12.59202	0.05562	2.23724	2.46412	585.65898	217.2	0.2168	0.17318	515529.5924	3.85594	0.1726	27	0
7.25618	0.0401	3.5993	14.60338	0.14828	0.23198	0.10608	1.9829	0.23298	0.97192	0.2419	0.14766	10.20672	0.04224	2.90886	2.36764	1011.007	183.2	0.18678	0.12478	2224721	3.04498	0.17798	9.4	1
7.63925	0.044175	3.46175	39.30777	0.162575	0.240975	0.113875	2.09085	0.207325	0.9648	0.223775	0.170525	10.68367	0.048675	2.543375	2.475825	859.4388	202	0.257075	0.13995	2345957	3.11845	0.181125	14.5	1
7.20626	0.07334	5.43496	88.6936	0.2269	0.31512	0.14556	3.85788	0.34864	0.97654	0.2552	0.14732	9.02468	0.06422	3.32098	2.09292	1065.624	207.2	0.2224	0.12568	5229291	3.83164	0.16272	3.4	1
7.32434	0.04994	5.36388	22.16078	0.17744	0.27796	0.13032	3.0241	0.16258	0.9747	0.19486	0.19804	15.14244	0.04458	4.01212	2.78814	859.97274	224.2	0.2026	0.15894	563822.2629	4.1193	0.15454	13.4	0
7.763867	0.0343	3.371267	23.8934	0.1305	0.2540333	0.1217667	1.6729	0.2247333	0.9644	0.2561	0.1749	9.0481	0.0518	2.492667	2.380633	667.2837	193.3333	0.2483667	0.1435	2430373	2.781233	0.1865667	8	1
7.65786	0.0433	3.51372	43.76778	0.1563	0.26648	0.12624	1.98396	0.22682	0.96054	0.23392	0.1755	8.79642	0.05138	2.2636	2.35312	623.8188	206	0.23406	0.1443	2419788	2.60202	0.197	3.8	0
7.2412	0.06896667	5.5286	74.25713	0.2136	0.3699667	0.1775	3.081867	0.2521667	0.9056	0.1767	0.2665333	10.35023	0.06003333	1.553767	2.229333	388.3773	191	0.2203667	0.2090333	382270.1	3.009133	0.2135667	27.66667	1
7.29724	0.04038	3.92936	16.81554	0.14616	0.27808	0.13208	1.99074	0.34774	0.97462	0.21128	0.12278	7.59962	0.04602	2.59856	2.02616	1307.607	170.8	0.1951	0.108	4992061	2.6426	0.18398	0.2	1
7.47665	0.03375	4.5058	13.468	0.1213	0.29505	0.1446	2.0157	0.20775	0.9672	0.1855	0.1879	10.80145	0.04245	2.9874	2.5054	744.64255	195.5	0.18225	0.15335	884588.259	2.9841	0.18325	2	0
7.21132	0.07222	4.42742	115.37628	0.2261	0.3071	0.14674	3.206	0.18674	0.96026	0.2339	0.23002	12.40662	0.06458	2.93334	2.5934	483.3687	207	0.2442	0.17676	740109.2897	3.11744	0.17428	16.8	1
7.46766	0.05856	4.00088	91.75762	0.19798	0.2778	0.13022	2.79746	0.31254	0.9739	0.27864	0.15066	8.32614	0.06192	2.93156	2.17228	896.8158	211.4	0.24328	0.12748	5723224	3.22562	0.17566	1.4	0
7.35888	0.0486	3.1332	30.2826	0.17288	0.25	0.11646	2.19578	0.21058	0.95612	0.23752	0.17892	9.36364	0.05066	2.07438	2.38684	692.4423	171.2	0.23914	0.14538	1449133	2.56564	0.19998	13.6	1
7.087525	0.034575	3.136875	10.27148	0.13165	0.20435	0.098975	1.948925	0.3106	0.9824	0.2323	0.112075	9.23795	0.0335	3.215325	2.174175	1358.111	189.75	0.16925	0.09885	5639091	3.01175	0.1724	5	0
7.0826	0.0482	3.8385	17.75	0.1726	0.29	0.1392	2.3749	0.2312	0.9577	0.2634	0.193	8.5088	0.059	2.334	2.345	489.9274	184	0.2026	0.157	860196.7554	2.559	0.1897	6	1
7.58054	0.05354	4.46738	63.91796	0.1875	0.28684	0.1375	2.71506	0.19948	0.9657	0.22484	0.19718	11.23012	0.05726	3.05592	2.55216	632.5585	222	0.25656	0.15814	1483041	3.41526	0.1749	9	0
6.64296	0.09432	4.76636	67.14456	0.2611	0.32768	0.14908	3.31724	0.23504	0.9581	0.2205	0.17406	8.25664	0.0625	2.1203	2.30802	612.1234	192.8	0.21696	0.14502	1154212	2.83574	0.1892	12.4	0
6.90654	0.07844	3.87502	116.0933	0.23736	0.3451	0.16508	2.52948	0.27608	0.95266	0.28338	0.20186	7.85752	0.08784	2.2061	2.20488	561.7552	193.6	0.29912	0.16316	1897993	2.39608	0.20056	9	0
7.26074	0.06456	6.02542	57.35316	0.20256	0.31006	0.14988	3.41186	0.177	0.95992	0.1655	0.24394	16.68998	0.05144	3.09952	2.71794	637.91718	236.6	0.23454	0.18392	428145.9049	3.91066	0.16362	29	1
7.1461	0.0691	3.37726	114.308	0.21564	0.2843	0.12954	2.50712	0.25884	0.95946	0.29202	0.17088	7.72646	0.07354	2.13184	2.22514	643.0507	204.8	0.28756	0.14112	2979875	2.5498	0.20028	7.4	0
7.28724	0.0642	4.20554	84.13824	0.20908	0.31616	0.14804	2.7321	0.39974	0.96884	0.25392	0.13144	6.07042	0.06128	2.15806	1.86176	1130.242	194.4	0.21694	0.11608	8143536	2.5564	0.18406	0	0
7.4931	0.05902	5.34078	88.67884	0.19408	0.33168	0.16394	3.00036	0.20904	0.9318	0.13992	0.27184	15.05442	0.0468	2.17204	2.50066	477.96812	221	0.19956	0.199	516970.5084	3.00882	0.20548	35	0
6.70556	0.07746	3.3878	52.58542	0.22636	0.3327	0.15566	2.38936	0.31402	0.86394	0.2233	0.24416	8.07128	0.07456	0.9538	1.9426	347.35204	169.6	0.27932	0.18746	567552.5642	2.0032	0.27036	26.8	0
7.52688	0.03762	3.78006	18.65306	0.1429	0.24914	0.11722	2.08816	0.23366	0.97232	0.26396	0.16328	10.00834	0.04918	3.08418	2.39182	754.9498	198.8	0.21448	0.13642	1894390	3.2427	0.17326	6.2	1
6.8563	0.07942	6.62096	45.64862	0.23876	0.36798	0.17858	3.93252	0.19036	0.94008	0.16858	0.2559	11.95648	0.0526	2.30298	2.5342	398.815	203	0.16614	0.2004	213951.7806	3.09332	0.18876	13.8	0
7.3694	0.050775	4.568625	59.41783	0.172775	0.2753	0.129625	2.396825	0.212925	0.951025	0.1814	0.20035	13.20555	0.045775	2.140025	2.458775	819.7055	223.5	0.230625	0.158	3697158	2.926625	0.197075	20.75	1
7.35434	0.06624	7.78804	59.9773	0.20548	0.36856	0.17994	4.05946	0.2195	0.91886	0.10662	0.29214	15.859	0.03684	1.96028	2.43264	457.9429	228.2	0.13552	0.22368	214223.5699	3.6731	0.196	41.2	1
7.8061	0.0379	3.883725	27.1636	0.142125	0.235775	0.111025	2.23585	0.2138	0.978875	0.236025	0.15395	12.04397	0.048225	3.6715	2.547825	1231.679	220.5	0.26335	0.128875	3305710	4.0737	0.159125	8.25	1
7.3233	0.0617	5.366	43.755	0.19655	0.28415	0.1368	3.5175	0.1604	0.9743	0.17465	0.2236	18.5251	0.0514	4.4113	2.87065	838.1641	234	0.23895	0.17245	426749.8985	4.5556	0.15535	25.5	1
7.6152	0.061525	7.493175	113.8845	0.198175	0.438075	0.230225	3.24155	0.1657	0.941225	0.1797	0.345375	14.68375	0.0667	3.3026	2.7371	309.336	244.75	0.1794	0.257	130696.1	3.302225	0.166525	10.75	1
7.0834	0.04283333	3.734367	13.41247	0.1623333	0.2632333	0.1276	2.279867	0.2011	0.9654667	0.2321	0.1881667	10.4159	0.05036667	2.7715	2.5088	556.0454	219.6667	0.2295333	0.1519	596142.1	3.106233	0.1800333	9	0
7.01185	0.0372	4.123825	8.9395	0.13825	0.26995	0.12655	2.109925	0.232775	0.968325	0.2511	0.176575	9.576575	0.046775	2.894675	2.4062	652.3401	193	0.221525	0.1452	929434.7	3.235475	0.1762	9	1
7.0914	0.07612	3.92738	156.0621	0.23568	0.28464	0.1334	3.1883	0.19926	0.95288	0.20968	0.20712	12.23784	0.05934	2.22602	2.473	624.3379	193	0.24314	0.16282	1295073	2.66204	0.18872	22.4	1
7.39208	0.03016	1.9502	11.77842	0.1204	0.20414	0.09844	1.0154	0.3637	0.95646	0.35672	0.11772	4.97182	0.0605	1.44164	1.82822	987.5652	165.2	0.32042	0.10308	5714238	2.09864	0.2398	1.8	1
7.092	0.0753	8.9932	40.5242	0.2381	0.3981	0.2016	4.9835	0.1735	0.9364	0.1303	0.3127	16.6373	0.0447	2.7231	2.6957	385.9719	251	0.135	0.2405	65502.6989	3.9891	0.1736	26	0
7.375267	0.04476667	5.027433	20.18333	0.1580667	0.2911333	0.1388667	2.227067	0.1813	0.9674667	0.2060333	0.2067	12.66597	0.051	3.254533	2.644233	663.0714	215.6667	0.2503333	0.1632667	559858.6	3.851167	0.1642667	12	0
7.717625	0.0338	3.5601	20.3912	0.126175	0.2479	0.118975	1.74365	0.22835	0.972275	0.249325	0.16535	10.0306	0.047825	3.0322	2.42495	750.072	197.75	0.23315	0.13725	2028281	3.2037	0.174125	6	1
7.2742	0.05798	3.97396	48.39464	0.19538	0.28068	0.12724	2.4547	0.29132	0.96906	0.26802	0.14942	7.68306	0.0601	2.44768	2.17996	852.9655	211.8	0.24224	0.1272	3460578	2.93726	0.1841	4.2	1
6.9261	0.06533333	5.304467	31.87667	0.2027	0.3752333	0.1845	2.745933	0.2353667	0.9287333	0.2365667	0.2519	8.407	0.07026667	1.9976	2.3075	291.9092	194	0.2017	0.2035667	238353.3	2.815133	0.2056667	7.666667	0
7.236125	0.03755	2.790925	12.80835	0.146975	0.253625	0.1179	1.474325	0.3518	0.96375	0.28905	0.1261	5.7188	0.058125	1.776925	1.9278	883.2888	173.25	0.281175	0.110025	5118374	2.456725	0.208975	0.5	0
7.27098	0.064	3.45178	109.936	0.20456	0.31138	0.1495	2.23122	0.22954	0.93386	0.25872	0.23754	9.01688	0.07712	1.85196	2.33262	351.8049	216.2	0.30924	0.18072	1018029	2.46926	0.21714	16.8	0
7.31714	0.04736	2.89518	30.06786	0.16692	0.25528	0.11822	1.6595	0.26	0.9603	0.27692	0.15388	7.30912	0.06158	1.9583	2.20246	702.5034	172.8	0.30732	0.12968	2570309	2.56916	0.20522	7.4	1
6.70468	0.0809	5.1009	43.33298	0.23972	0.35172	0.16906	3.42888	0.2487	0.8943	0.1479	0.26842	11.99752	0.0522	1.32086	2.20174	407.44088	171.2	0.1985	0.19928	222069.7807	2.5495	0.22692	35	0
7.28345	0.051375	6.0352	22.86573	0.177725	0.318475	0.153625	3.145	0.1904	0.942	0.159225	0.2533	14.29973	0.044125	2.312	2.569025	523.296	210.5	0.1842	0.1946	260076.3	3.655525	0.17605	28.5	1
7.63332	0.04172	4.2014	27.68204	0.15412	0.25302	0.11946	2.64784	0.35332	0.98232	0.20148	0.1099	8.47512	0.04046	3.16294	2.0687	1963.287	204.8	0.1734	0.09764	12343570	3.17158	0.16264	0	0
7.6035	0.039025	3.4896	25.71625	0.147875	0.246225	0.116425	1.907425	0.204325	0.9695	0.232025	0.16805	10.51507	0.049825	2.7909	2.50345	865.0091	195.5	0.2653	0.138525	1936027	3.20385	0.177875	10.5	1
6.5746	0.09376	6.3271	51.23358	0.26538	0.33298	0.14678	4.21872	0.26688	0.94734	0.12006	0.1849	12.46846	0.04178	1.83652	2.18954	958.85196	184.4	0.1787	0.15326	630342.2343	3.12586	0.19672	35.2	0
7.17946	0.05982	3.3957	59.65856	0.19454	0.2664	0.12232	2.0704	0.2564	0.94586	0.25516	0.19162	9.734	0.067	1.80756	2.26984	701.0711	216	0.31688	0.15206	1915113	2.66832	0.2102	22.4	1
7.4778	0.04445	3.125225	29.49155	0.164275	0.22995	0.108525	2.162	0.2364	0.97135	0.232825	0.14435	9.1022	0.043875	2.53425	2.32755	907.3088	186.5	0.213675	0.12265	3468757	2.6316	0.18675	4.75	1
6.99685	0.0668	6.3619	30.477725	0.205325	0.392425	0.197475	3.38685	0.1866	0.92725	0.2034	0.311075	11.97785	0.06545	2.300275	2.54465	267.513475	194	0.178825	0.22965	97359.58695	3.08135	0.177425	19.5	1
7.4939	0.042525	3.676275	28.61058	0.162425	0.261875	0.12125	1.9494	0.2472	0.965025	0.217875	0.1535	8.8801	0.046325	2.26795	2.302025	1029.248	197.5	0.211875	0.1293	3281208	2.554325	0.195175	6.5	0
7.62546	0.04256	3.2518	33.64182	0.15836	0.2174	0.10152	2.19122	0.18864	0.97116	0.22638	0.15638	11.51226	0.04468	2.7275	2.56162	1146.395	199	0.26242	0.12988	2948040	3.22126	0.17426	14.8	1
6.82518	0.08226	7.37334	39.11928	0.246	0.36916	0.17954	4.6097	0.20414	0.93032	0.13982	0.27978	14.65538	0.0491	2.21752	2.49546	408.61716	218.4	0.17256	0.21188	156396.3032	3.58978	0.1808	33	0
7.25486	0.04492	4.03528	20.37326	0.15182	0.27996	0.13014	1.88796	0.32024	0.97138	0.23342	0.1309	7.06366	0.0497	2.34196	2.09554	931.3949	199.6	0.22826	0.11456	3583170	2.83812	0.18374	0	0
7.17574	0.06442	4.77158	53.14842	0.21234	0.3083	0.1424	2.72148	0.27224	0.97054	0.21788	0.1564	8.49694	0.05626	2.7675	2.28376	844.9023	234.8	0.24014	0.13324	2360239	3.09306	0.1833	3.8	0
6.50534	0.10788	5.78638	81.2702	0.29864	0.36278	0.16572	4.43418	0.29794	0.94938	0.32446	0.21202	9.329	0.1156	2.239	2.2209	504.35984	218	0.39474	0.17366	700349.4337	4.8157	0.18882	23	0
7.720725	0.042825	4.9387	34.70898	0.1573	0.259725	0.123725	2.697275	0.1988	0.97875	0.1918	0.16325	13.32382	0.04075	4.06665	2.6069	1196.201	217.75	0.192475	0.135825	2487507	3.878425	0.154875	5.75	1
6.75904	0.08062	3.86986	71.3203	0.23838	0.3223	0.14852	2.69638	0.26634	0.911	0.2008	0.20904	8.6831	0.06036	1.39882	2.1145	505.43188	192.4	0.22072	0.16596	823975.4268	2.11922	0.24316	16.6	1
7.51415	0.0358	3.4311	18.72005	0.141975	0.2515	0.117825	1.86215	0.3418	0.972625	0.26185	0.12405	6.828975	0.049425	2.289475	2.03015	1123.282	189.5	0.22775	0.1085	6196343	2.894375	0.18525	0.75	0
7.4828	0.0576	4.7384	69.9632	0.1892	0.314775	0.152525	2.707525	0.1903	0.9473	0.198675	0.247525	12.96102	0.058475	2.428625	2.559925	472.5349	222.25	0.248025	0.186725	549099	3.139925	0.18345	22.75	1
7.152033	0.0763	5.7751	66.36803	0.2438333	0.3253667	0.1573	4.324033	0.1701333	0.9587	0.171	0.2539	16.4208	0.0537	3.145433	2.693767	536.7003	211.3333	0.2234	0.1916	287174.2	3.711467	0.1621667	25	1
6.89386	0.05454	3.10902	33.40312	0.19112	0.24022	0.10348	2.1369	0.65018	0.95726	0.3895	0.05664	4.2035	0.07024	1.63936	1.1602	6577.796	193.6	0.30404	0.05266	56576080	2.81302	0.23938	1	1
7.64024	0.04216	5.15344	24.74464	0.15586	0.26498	0.1277	2.74886	0.15498	0.97044	0.15218	0.20126	17.07614	0.03606	3.4548	2.78318	1038.3608	214.8	0.18244	0.15948	667700.4823	3.9196	0.15808	18.8	0
6.61872	0.08146	4.7539	36.80926	0.23728	0.34504	0.16372	3.10734	0.2699	0.89676	0.18566	0.25546	10.3891	0.06602	1.30968	2.1344	349.9982	182.8	0.25846	0.19408	228279.3094	2.76318	0.22586	30.8	1
7.35644	0.06644	5.71304	100.94724	0.2121	0.31744	0.1553	3.5033	0.1942	0.93896	0.11334	0.26074	18.1852	0.0381	2.25468	2.56182	613.48918	240.6	0.16638	0.19264	452636.8196	3.03614	0.19494	42.2	1
7.2269	0.04953333	4.505133	22.73157	0.1729667	0.2377667	0.1111667	3.377967	0.1938333	0.9752	0.1751333	0.1676333	15.7551	0.03293333	3.4229	2.544267	1249.932	200.3333	0.1339333	0.1384667	920688.6	2.797967	0.1803667	13.66667	0
7.9371	0.0436	6.1251	60.8524	0.152	0.3281	0.1577	2.7797	0.1559	0.9593	0.1658	0.2547	15.8375	0.0452	3.2746	2.7903	598.2953	228	0.187	0.1966	292766.086	3.7446	0.1607	19	0
6.2721	0.08412	2.66282	29.8592	0.23564	0.31244	0.13816	2.04246	0.32034	0.90034	0.31948	0.17428	4.74814	0.0853	0.9227	1.8231	363.56818	164.4	0.27412	0.14574	652923.8046	1.6514	0.28108	7	0
7.3911	0.055	3.5371	64.9949	0.182	0.2675	0.126	2.2326	0.1946	0.958	0.2356	0.1982	11.0962	0.062	2.3733	2.5142	665.3704	201	0.2828	0.1567	1354207.566	2.9154	0.1836	18	0
6.9853	0.0698	4.6309	57.4228	0.2188	0.3523	0.1653	2.9533	0.2502	0.9378	0.2608	0.2184	7.2568	0.0699	1.8612	2.2268	346.3164	209	0.1877	0.18	740413.5711	2.7408	0.2061	7	1
7.5466	0.0605	8.2328	52.2097	0.2089	0.3603	0.1776	4.0005	0.1619	0.9606	0.1298	0.2879	20.2684	0.0462	3.8179	2.843	611.2407	255	0.1955	0.2113	164583.1147	4.5921	0.1497	35	1
7.2456	0.0698	9.0656	53.4308	0.2181	0.4152	0.2095	5.5341	0.21	0.9036	0.1065	0.3339	15.5704	0.0379	1.9628	2.4891	331.2134	231	0.1057	0.2582	76602.0091	3.6284	0.1968	37	1
7.3655	0.058	3.0891	93.4584	0.1974	0.252	0.1163	2.2471	0.2071	0.9642	0.2837	0.1784	9.9985	0.0684	2.5018	2.4604	746.4204	191	0.2965	0.1448	2354636.665	2.6934	0.1873	16	0
7.275	0.0677	10.9853	47.4793	0.1942	0.4237	0.22	5.8429	0.1615	0.9332	0.106	0.356	19.3286	0.0364	3.0846	2.8099	381.2205	254	0.0932	0.2738	60536.9101	4.1991	0.1587	35	0
6.5413	0.0821	6.2634	24.8614	0.2338	0.3635	0.1749	3.9773	0.2217	0.9102	0.1373	0.2795	13.2309	0.0504	1.6787	2.3491	355.5038	207	0.1976	0.2174	119365.6139	3.5112	0.2019	34	1
7.9258	0.0259	2.6033	16.7307	0.1086	0.2425	0.12	1.2275	0.2447	0.9322	0.2536	0.1933	7.7887	0.0523	1.4351	2.2062	504.0721	180	0.2866	0.1538	1601102.074	2.2961	0.2355	15	1
6.8537	0.0751	3.8487	40.6081	0.2314	0.3039	0.1364	2.9434	0.226	0.9337	0.2618	0.2167	9.0395	0.0734	1.6804	2.312	491.9031	181	0.2749	0.1714	591517.0499	2.849	0.1988	20	1
7.4085	0.0446	3.3268	22.3984	0.1701	0.2577	0.1223	2.0052	0.253	0.9667	0.2696	0.1624	8.1299	0.0584	2.4612	2.2986	702.5625	216	0.2709	0.1356	2040695.906	2.883	0.1948	3	0
7.1337	0.0693	6.8267	36.7547	0.2282	0.3233	0.1573	4.8147	0.1587	0.9594	0.1237	0.2555	20.731	0.0385	3.1903	2.7762	670.9127	200	0.1582	0.1899	134209.7057	3.6256	0.1646	27	0
6.8111	0.0912	6.0517	64.5989	0.2643	0.3318	0.1513	4.0925	0.2341	0.9678	0.2241	0.1713	9.1147	0.0615	2.7414	2.393	593.3781	242	0.1952	0.1458	933889.8418	3.8499	0.1608	11	0
6.8579	0.0799	6.812	43.1593	0.2424	0.3835	0.1862	3.5217	0.2333	0.9033	0.1412	0.2901	12.6452	0.0527	1.6353	2.3115	365.415	228	0.1953	0.2252	179239.0722	3.3196	0.2032	34	1
7.0635	0.0833	5.8855	70.4917	0.2569	0.3567	0.1692	4.0628	0.2408	0.9072	0.144	0.2681	11.8017	0.0481	1.5336	2.2732	388.7987	208	0.1794	0.2071	205226.5721	3.0331	0.2098	33	0
6.4736	0.0638	2.9464	21.3821	0.1965	0.2914	0.1227	1.8287	0.5455	0.9556	0.3521	0.0881	3.3805	0.0756	1.0198	1.3662	1269.6969	174	0.2383	0.0821	6138980.699	2.1278	0.2256	3	1
7.5746	0.0666	10.6467	88.6271	0.2135	0.3829	0.1906	5.4225	0.1892	0.9312	0.0702	0.3069	21.6577	0.0245	2.4199	2.6217	609.7058	237	0.081	0.2301	151972.8075	3.8428	0.176	51	1
7.3327	0.0718	4.7309	123.8023	0.2112	0.3207	0.146	2.7382	0.2339	0.941	0.1947	0.2165	10.7818	0.0623	1.8972	2.3705	588.6406	240	0.2545	0.173	1167863.473	3.215	0.2035	25	1
7.3106	0.0613	4.401	59.7869	0.2025	0.3154	0.1472	2.6283	0.2439	0.9619	0.2544	0.1892	8.4887	0.067	2.5397	2.3361	550.2926	249	0.2571	0.1551	1538072.494	3.0113	0.1877	4	0
7.142	0.0837	7.3412	53.9736	0.2507	0.3511	0.1645	5.7446	0.2073	0.9413	0.1531	0.2599	14.2909	0.0523	2.3751	2.5186	465.9847	249	0.1877	0.2068	232066.0822	4.9419	0.1697	32	0
7.2262	0.0737	5.1413	82.062	0.2245	0.3585	0.1712	3.1765	0.2481	0.8995	0.1818	0.2738	10.1349	0.0585	1.463	2.2515	345.8698	232	0.2039	0.2122	392808.9632	2.9209	0.2201	26	0
7.7666	0.0547	5.9442	82.6376	0.1894	0.3079	0.1425	3.3712	0.1961	0.9733	0.1847	0.1859	12.1425	0.0434	3.5725	2.6005	815.3988	235	0.1724	0.1535	2285361.165	3.6951	0.1559	6	0
7.3537	0.0719	6.2809	88.8089	0.2224	0.3505	0.167	3.7455	0.223	0.9241	0.149	0.2622	12.7979	0.0481	1.8301	2.3983	453.1397	240	0.171	0.204	326156.2866	3.434	0.1937	32	0
6.9907	0.0675	6.9035	36.9488	0.1995	0.3764	0.1859	3.7082	0.2279	0.9002	0.1298	0.2978	13.8998	0.0459	1.6234	2.359	407.3963	202	0.1292	0.2268	177640.4278	2.7769	0.2017	37	0
6.728	0.0862	4.2718	69.8395	0.2419	0.3294	0.1498	3.1134	0.2114	0.9363	0.2391	0.2209	9.1945	0.0694	1.7899	2.3516	418.536	219	0.2125	0.1761	459880.542	2.6757	0.2003	16	0
6.9317	0.0746	5.4318	45.4885	0.2301	0.3575	0.1635	2.8793	0.2949	0.9325	0.2493	0.2283	9.1099	0.0808	1.8077	2.1906	397.7629	227	0.2964	0.1886	538098.8787	3.9478	0.1876	24	0
7.2245	0.0406	3.5622	14.1264	0.1546	0.2577	0.1169	1.848	0.412	0.9776	0.2495	0.102	6.2409	0.0455	2.3054	1.8518	1569.9386	186	0.2119	0.0918	8604476.652	2.8778	0.1794	0	0
7.5083	0.0387	3.1553	29.3588	0.144	0.236	0.1104	1.5463	0.2954	0.9741	0.2437	0.128	7.7076	0.0439	2.4841	2.168	1097.46	192	0.2207	0.1109	8133540	2.6357	0.1838	4	0
7.0741	0.0823	5.844	62.1656	0.2391	0.334	0.1558	4.2194	0.2233	0.9376	0.1669	0.2449	12.4349	0.0538	2.0303	2.4345	434.3075	249	0.2	0.1892	411935.1457	3.9401	0.1907	29	1
6.924	0.086	6.7814	54.1033	0.2403	0.3407	0.1562	4.5301	0.2223	0.9551	0.1511	0.2319	14.7276	0.0527	2.7015	2.4595	592.2002	191	0.2266	0.1855	491422.256	4.1462	0.1658	57	1
7.3328	0.0598	4.2293	81.8085	0.194	0.3049	0.1472	2.4682	0.2171	0.9321	0.1641	0.2412	12.3262	0.0514	1.8022	2.4084	513.0143	195	0.2265	0.1818	698527.481	2.5092	0.2103	30	0
7.2786	0.0535	3.6174	35.494	0.1888	0.3089	0.1483	2.0939	0.301	0.9534	0.2362	0.1637	6.3742	0.0589	1.7874	2.0552	666.4251	171	0.2413	0.1374	2439386.389	2.3358	0.2152	0	0
